and	그리고
clubhouse	클럽하우스
temperament	기질
charcoal	목탄
horizontally	수평
horizontally	수평으로
tufts	터프츠
salad	샐러드
atheists	무신론
nestor	네스토르
airplanes	비행기
willoughby	윌러비
needles	바늘
dustin	더스틴
mats	매트
eskimos	에스키모
confinement	감금
messina	메시나
jasmine	자스민
moons	위성
epsilon	엡실론
pediatric	소아
pediatric	소아청소년과
pediatric	소아과
browsing	브라우징
modulation	변조
applicant	지원자
riddle	수수께끼
timetable	시간표
therapist	치료사
peyton	페이턴
peugeot	푸조
standardization	표준화
mentoring	멘토링
glow	글로
chechen	체첸
cookies	쿠키
telegram	전보
rene	르네
criticize	비판
sportsman	스포츠맨
restraint	자제
lace	레이스
arrogant	거만
forgiveness	용서
ellison	엘리슨
praying	기도
dentistry	치과
chopra	초프라
sligo	슬라이고
paints	페인트
isaiah	이사야
weaponry	무기
fortuna	포르투나
mathieu	마티외
spices	양념
headers	헤더
modernism	모더니즘
kimberly	킴벌리
improvisation	즉흥
wainwright	웨인라이트
override	덮어쓰기
cabins	객실
merritt	메릿
spoon	숟가락
spoon	스푼
thierry	티에리
lasers	레이저
supplemental	보충
grill	그릴
ono	오노
ono	오노노
imperialism	제국주의
chicks	병아리
wondered	궁금해
intern	인턴
inference	추정
inference	추론
sneak	몰래
pharmaceuticals	제약
pharmaceuticals	의약품
pharmaceuticals	약품
inferno	인페르노
wendell	웬델
gardener	정원사
gardener	가드너
coloring	색칠
coloring	컬러링
coloring	염색
billing	청구
whereabouts	행방
fountains	분수
hilbert	힐베르트
dissolve	용해
apes	유인원
appleton	애플턴
heartland	하트랜드
differentiated	차별화
footprint	발자국
panoramic	파노라마
kingsley	킹슬리
kingsley	킹즐리
respondents	응답자
respondents	응답자의
santander	산탄데르
forehead	이마
hyphen	하이픈
cruises	크루즈
faye	페이
instinct	본능이
instinct	본능적
instinct	본능
viper	독사
foolish	어리석은
foolish	어리석음
penetrate	침투
michelin	미슐랭
dorchester	도체스터
mergers	합병
crashing	붕괴
pavement	도로
grinding	분쇄
nonlinear	비선형
orchards	과수원
combo	콤보
peptide	펩타이드
rescues	구출
consultancy	컨설턴트
toilets	변기
maths	수학
tailor	양복점
tailor	양복
supper	만찬
smackdown	스맥다운
champaign	샴페인
feasibility	타당성
subcontinent	아대륙
telescopes	망원경
starvation	굶주림
starvation	기아
jeans	청바지
gamer	게이머
dunlop	던롭
carmichael	카마이클
simulations	시뮬레이션
flair	플레어
valiant	발리언트
couch	소파
accomplishment	업적
declines	거절
bathing	목욕
inhibition	억제
inhibition	억제제
fission	핵분열
borrow	빌려
pronoun	대명사
pronoun	성별
acidic	산성
mania	매니아
tracing	추적
jelly	젤리
reinforcement	강화
maestro	마에스트로
eroded	침식
blanca	블랑카
scans	스캔
screenshots	스크린샷
cosmopolitan	코스모폴리탄
upgrading	업그레이드
marge	마지
aqua	아쿠아
carbonate	탄산염
carbonate	탄산
folder	폴더
folder	디렉터리
breadth	너비
ipod	아이팟
conscription	징병
conscription	징병제
batter	타자
flush	플러시
poppy	양귀비
beads	구슬
creditors	채권자
slug	슬러그
slug	달팽이
slug	민달팽이
mimic	흉내
experimenting	실험
scala	스칼라
tyres	타이어
mika	미카
vines	포도
cursed	저주받은
cursed	저주
smallpox	천연두
hurts	아파
popes	교황
homecoming	동창회
pasture	목장
mira	미라
router	라우터
premieres	시사회
relational	관계형
furnished	가구
airliner	항공기
dockyard	조선소
inquisition	종교재판
shortcut	단축키
shortcut	바로가기
exhaustive	철저
exhaustive	철저한
jeep	지프
zachary	자카리아
zachary	재커리
ligament	인대
utopia	유토피아
solids	고체
dentist	치과
cosmetics	화장품
skirt	치마
skirt	스커트
kettle	주전자
triangles	삼각형
pills	알약
unicorn	유니콘
beatty	비티
murcia	무르시아
ours	우리의
crawley	크롤리
lifespan	수명
assassinate	암살
indexing	인덱싱
anthropological	인류학
brody	브로디
oldenburg	올덴부르크
chromosomes	염색체
enjoyable	즐거움
illumination	조명
livingstone	리빙스턴
originality	독창
originality	독창성
learners	학습자
visualization	시각화
marriott	메리어트
marriott	매리엇
yemeni	예멘
edict	칙령
climbers	등반
pointers	포인터
fences	울타리
enchanted	매혹
pronounce	발음
ultraviolet	자외선
parades	퍼레이드
latina	라티나
casinos	카지노
tuna	참치
mushrooms	버섯
greer	그리어
joseon	조선
pagoda	파고다
kickboxing	킥복싱
cholera	콜레라
baptists	침례교
pamphlets	팜플렛
condor	콘도르
necklace	목걸이
liter	리터
doorway	출입구
constraint	제약
quake	퀘이크
enriched	농축
antibiotics	항생제
selena	셀레나
lister	리스터
bookstore	서점
cigar	시가
illnesses	질환
illnesses	질병
carly	칼리
multilingual	다국어
electronica	일렉트로니카
externally	외부
pains	통증
peking	베이징
convertible	컨버터블
impartial	공평
spoiler	스포일러
saturated	포화
martinique	마르티니크
moravia	모라비아
hospitalized	입원
notebook	공책
notebook	노트북
gonzalo	곤살로
disadvantages	단점
deserts	사막
authoritarian	권위주의
bain	베인
barbuda	바부다
grenoble	그르노블
traitor	배신자
traitor	반역자
proctor	프록터
accessory	악세사리
accessory	액세서리
internship	인턴십
internship	인턴
sync	동기화
spec	사양
informatics	정보학
kristen	크리스틴
cuthbert	커스버트
greeting	인사
greeting	인사말
memo	메모
wellness	웰빙
uploads	업로드
trident	트라이던트
trousers	바지
packets	패킷
triathlon	트라이애슬론
croft	크로프트
collisions	충돌
majestic	마제스틱
simulate	시뮬레이션
afrikaans	아프리칸스어
brandy	브랜디
iberia	이베리아
shipment	배송
shipment	발송
cipher	암호
timelines	타임라인
fellowships	동호회의
frontiers	프론티어
quartets	사중주
dissident	반체제
angolan	앙골라
arrays	배열
folds	주름
indoors	실내
indoors	실내에
simplify	단순화
simplify	간소화
specifying	지정
incheon	인천
incheon	인천광역시
villas	빌라
michelangelo	미켈란젤로
assimilation	동화
accessing	접속
accessing	접근
accessing	액세스
etiquette	예의
metallica	메탈리카
persians	페르시아인
trey	트레이
budgets	예산
routines	루틴
disappearing	사라지는
polygon	다각형
polygon	폴리곤
posture	자세
samba	삼바
brighter	밝게
brighter	밝은
schism	분열
mueller	뮬러
taxis	택시
plaintiffs	원고
mcintosh	매킨토시
catalytic	촉매
bladder	방광
dotted	점선
salim	살림
hex	진수
respectfully	정중
cabrera	카브레라
pandora	판도라
imperfect	불완전한
imperfect	불완전
gallons	갤런
constants	상수
diffuse	확산
elevators	엘레베이터
elevators	엘리베이터
dusk	황혼
tents	텐트
windy	바람
relaxation	휴식
inversion	반전
glide	글라이드
psalms	시편
puppy	강아지
vicky	비키
planner	플래너
garlic	마늘
turku	투르쿠
robbed	강탈
fitz	피츠
taboo	금기
bananas	바나나
cereal	곡물
cereal	시리얼
counterfeit	위조
liquids	음료
liquids	액체
flex	플렉스
widows	미망인
reims	랭스
embassies	대사관
elektra	엘렉트라
elektra	일렉트라
prequel	프리퀄
honeymoon	신혼여행
sanitary	위생
ballpark	볼파크
notifications	알림
midwestern	중서부
ported	포팅
vaccines	백신
duplicates	중복
fractured	골절
cracking	크래킹
alloys	합금
hers	그녀의
transistor	트랜지스터
pico	피코
sealing	접착
seizures	발작
crows	까마귀
pianos	피아노
disable	비활성화
prelate	원장
passions	열정
kidnap	납치
minnie	미니
millennia	천년
millennia	천년기
sentimental	센티멘탈
billions	십억
billions	수십억
transformer	트랜스포머
transformer	변압기
hepatitis	간염
stimulated	자극
gliding	글라이더
gliding	라이딩
kristin	크리스틴
advertiser	광고주
breasts	가슴
olympus	올림푸스
olympus	올림포스
fares	운임
baking	베이킹
verizon	버라이즌
surfer	서퍼
beak	부리
auditory	청각
laughs	웃음
swat	스와트
carp	잉어
piercing	피어싱
blockbuster	블록버스터
accountants	회계사
expansions	확장
politely	정중히
polymers	중합체
robe	가운
wavelengths	파장
nutrient	영양소
separatist	분리주의
wilfrid	윌프리드
reunification	통일
reunification	재통일
asthma	천식
floats	수레
leasing	임대
gregor	그레고어
candles	양초
candles	촛불
expire	만료
impedance	임피던스
alerts	알림
metaphysics	형이상학
suck	빨아
funnel	깔때기
remington	레밍턴
parity	패리티
marginally	그럭저럭
sherry	셰리
exploding	폭발
silvia	실비아
coolidge	쿨리지
epilepsy	간질
flaw	결함
midtown	미드타운
thermodynamics	열역학
brochure	소책자
elliptical	타원
elliptical	타원형
electrode	전극
clearwater	클리어워터
blackberry	블랙베리
sitcoms	시트콤
cartwright	카트라이트
corpses	시체
kurds	쿠르드족
warehouses	웨어하우스
warehouses	창고
argentinian	아르헨티나
argentinian	아르헨티나인
smashing	스매싱
apparel	의류
meteorology	기상학
amplifiers	앰프
shipments	발송
signage	표지
signage	간판
avignon	아비뇽
ornaments	장식품
supernova	초신성
crank	크랭크
geologists	지질학
spectra	스펙트럼
adultery	간음
esteban	에스테반
handicapped	장애인
accra	아크라
gestures	제스처
obstruction	장애물
erickson	에릭슨
sewing	바느질
terrier	테리어
checkpoint	체크포인트
forte	포르테
walkers	워커
ledger	레저
narcotics	마약
competitiveness	경쟁력
metrics	지표
fragmentation	단편화
vulgar	저속한
cedric	세드릭
directories	디렉토리
directories	디렉터리
nano	나노
catastrophe	재난
catastrophe	재앙
psychotherapy	심리치료
smiley	스마일리
biomass	바이오매스
meyers	마이어스
replicate	복제
weaken	약화
cranes	크레인
rad	라드
promenade	산책로
knob	손잡이
boutique	부티크
generalization	단순화
parenting	육아
bosco	보스코
loft	로프트
dough	반죽을
dough	반죽이
dough	반죽
sigh	한숨
microbiology	미생물학
hype	과장
comcast	컴캐스트
gallon	갤런
animations	애니메이션
kampala	캄팔라
purification	정화
favourites	책갈피
pressured	압력
dispersion	분산
planar	평면
scanner	스캐너
coroner	검시관
adapter	어댑터
berries	열매
berries	산딸기
extremes	극단
daley	데일리
proxies	프록시
lovecraft	러브크래프트
roxy	록시
downey	다우니
obedience	순종
naughty	장난꾸러기
naughty	장난
flushing	플러싱
afterlife	저승
afterlife	내세
luggage	수하물
troublesome	골치
trafalgar	트라팔가르
trafalgar	트라팔가
streamlined	간소화된
streamlined	간소화
inspirational	영감
bolts	볼트
thyroid	갑상샘
thyroid	갑상선
timer	타이머
unarmed	비무장
enjoyment	즐거움
enjoyment	쾌락
omit	생략
glue	접착제
isolate	고립어
isolate	고립
kremlin	크렘린
counters	카운터
mysticism	신비주의
mysticism	신비
sadler	새들러
philology	문헌학
blending	혼합
pax	팍스
cakes	케이크
receipt	영수증
israelites	이스라엘인
clumsy	어설픈
marrow	골수
subtitles	부제
cossacks	코자크
cossacks	카자크
bethesda	베데스다
alphabetically	가나다순
alphabetically	가나다순으로
coloration	색채
yosemite	요세미티
sweetheart	연인
sweetheart	애인
intimidation	협박
nonstop	논스톱
affirmative	긍정
localization	지역화
localization	현지화
mennonite	메노나이트
vibrations	진동
thrill	스릴
preventive	예방
mentors	멘토링
mentors	멘토
trainee	지망생
malibu	말리부
puff	쉐프
wardrobe	옷장
vicki	비키
hubble	허블
almond	아몬드
symptom	증상
symptom	증세
childbirth	출산
postcards	엽서
inquiries	문의
docking	도킹
rib	갈비
rib	갈비뼈
rash	발진
rash	발진이
divergence	발산
boa	보아
addicted	중독
floppy	플로피
cloudy	구름
cloudy	흐린
cloudy	흐림
franc	프랑
optimus	옵티머스
collage	콜라주
fermentation	발효
biathlon	바이애슬론
deformation	변형
dessert	후식
dessert	디저트
ideologies	이념
adventurer	모험
optimized	최적화
conceal	감추기
carnivorous	육식성
forecasts	예측
folly	어리석음
karaoke	노래방
karaoke	가라오케
superleague	수페르리가
smiling	미소
smiling	웃어
boar	멧돼지
ringing	울림
breda	브레다
flea	플리즈
flea	벼룩
slavs	슬라브족
corinth	코린토스
perfume	향수
potts	포츠
tractors	트랙터
shutdown	종료
shutdown	셧다운
shutdown	폐쇄
shutdown	끄기
dashes	대시
ripper	리퍼
inventing	발명
cooperatives	협동조합
lawton	로턴
instagram	인스타그램
youthful	젊음
cholesterol	콜레스테롤
stabilization	안정화
martini	마티니
postcard	엽서
parked	주차
triggers	트리거
blessings	축복
farrar	패러디
farrar	패러
mojave	모하비
benches	벤치
illusions	환상
assigning	할당
hike	하이킹
kruger	크루거
bluetooth	블루투스
stormed	급습
attire	복장
paralysis	마비
romanians	루마니아인
invent	발명
abrupt	갑작스러운
splinter	스프린터
splinter	가시
connors	코너
sponsoring	스폰서
sponsoring	후원
indexes	색인
indexes	인덱스
sunflower	해바라기
chaim	하임
neutrons	중성자
commas	쉼표
hog	돼지
adamson	애덤슨
massage	안마
massage	마사지
melon	멜론
carney	카니
ether	에테르
connectors	커넥터
forgetting	망각
subsidy	보조금
ceilings	천장
stacked	쌓인
ericsson	에릭슨
headache	두통
summons	소환
flare	플레어
flare	플레인
luxurious	호화
formosa	포르모사
onions	양파
therapies	치료법
cryptography	암호학
cartier	카르티에
selfish	이기적
torso	몸통
piccadilly	피카딜리
prom	프롬
prom	무도회
mileage	마일리지
shaking	떨리는
lexical	낱말
pancreatic	췌장
filipinos	필리핀인
orwell	오웰
boyz	보이즈
crawl	크롤
salvadoran	엘살바도르
fractions	분수
scalar	스칼라장
scalar	스칼라
heightened	고조
surreal	초현실주의
latex	라텍스
trumpets	나팔
defective	불량
broom	빗자루
erection	발기
gown	가운
gown	반가운
cameroonian	카메룬
undead	언데드
geographer	지리학자
expectancy	기대
achieves	달성
bastion	보루
importing	가져오기
nikon	니콘
tuba	튜바
expiration	만료
expiration	만기
swedes	스웨덴인
shutter	셔터
overcoming	극복
kilograms	킬로그램
percentages	백분율
marconi	마르코니
picard	피카르
shoemaker	슈메이커
cellist	첼리스트
autopsy	부검
autopsy	검시
lettering	글씨
lettering	글씨체
interrupt	인터럽트
unrestricted	무제한
steppe	스텝
zoos	동물원
sleeves	소매
rocker	로커
sleepy	졸려
scotty	스코티
blond	금발
meteorite	운석
filtered	필터링
sponge	스폰지
sponge	스펀지
expires	만료
netflix	넷플릭스
smells	냄새
pyramids	피라미드
hendricks	헨드릭스
vanishing	소멸
lander	랜더
flamenco	플라멩코
shaded	음영
renee	르네
franck	프랑크
astrophysics	천체물리학
delicious	맛있는
westinghouse	웨스팅하우스
khanate	칸국
transporter	트랜스포터
patriotism	애국주의
patriotism	애국적
emirate	에미레이트
emirate	토후국
arteries	동맥
cossack	코자크
cossack	카자크
recurrent	재발
stimulating	자극
specialties	특기
alligator	악어
terminator	터미네이터
photoshop	포토샵
ultrasound	초음파
cabbage	양배추
emergencies	응급
hexagonal	육각형
smoked	훈제
dissatisfaction	불만
exhaustion	피로
optimum	최적
asbestos	석면
pillow	베개
moro	모로
stitch	스티치
northrop	노스럽
gamers	게이머
relays	릴레이
lyme	라임
invincible	천하무적
excursion	견학
challengers	챌린저
medallion	메달
lipid	지질
unequal	불평등
interviewing	인터뷰
combs	콤스
bulgarians	불가리아인
odor	냄새
partitions	파티션
discontent	불만
lucifer	루시퍼
riches	재물
compressor	컴프레서
compressor	압축기
incomes	소득
drifting	드리프트
latent	잠재
swelling	부어
unlocked	해제한
forecasting	예보
asians	아시아인
stockings	스타킹
blink	깜빡
volunteering	자원봉사
volunteering	봉사활동
softer	부드러운
rebound	리바운드
babel	바벨
vaccination	예방접종
addict	중독자
stabilize	안정화
tropics	열대
recorders	레코더
grasshopper	메뚜기
readability	가독성
tapping	누르기
tycoon	타이쿤
grease	그리스
weinberg	와인버그
lodging	숙박
lodging	숙소
vodka	보드카
thinner	얇은
caldera	칼데라
angelina	앤젤리나
angelina	안젤리나
asymmetric	비대칭
emulate	에뮬레이션
scars	흉터
appetite	식욕
herbie	허비
showers	소나기
mondays	월요일
volley	발리
declarations	선언
patterned	무늬
appliance	어플
spas	스파
hospice	호스피스
lakewood	레이크우드
ebook	전자책
menzies	멘지스
redding	레딩
greetings	인사
warcraft	워크래프트
transcendental	초월
arrivals	도착
pastry	페이스트리
shorten	단축
tori	토리
bedrooms	침실
justine	저스틴
choctaw	촉토
mitigate	완화시키기
capacitor	축전기
inconsistency	모순
gunshot	총상
calendars	달력
calendars	캘린더
palladium	팔라듐
mountaineering	등산
impressionist	인상파
alchemy	연금술사
alchemy	연금술
discriminatory	차별
lobster	바닷가재
muscat	무스카트
muscat	머스캣
logistic	로지스틱
doppler	도플러
gladly	기꺼이
noises	소음
thunderbolt	썬더볼트
thunderbolt	선더볼트
encrypted	암호화
helper	구원자
helper	도우미
cheerleading	응원
previews	예고편
previews	미리보기
retribution	보복
streamed	스트리밍
snowball	스노우볼
snowball	눈덩이
canned	통조림
aborigines	원주민
throttle	스로틀
towing	견인
trademarks	상표
cougar	퓨마
sweets	사탕
correctness	올바름
manslaughter	살인죄
manslaughter	살인
subgroups	부분군
cremated	화장
nightmares	악몽
gladiator	검투사
intrusion	침입
brant	브랜트
fitch	피치
fractional	분수
kari	캐리
manganese	망가니즈
footwear	신발
allergic	알레르기
allergic	알레르기가
courtship	구애
fractures	골절
cornelia	코르넬리아
shelly	셸리
blackmail	협박
mitigation	완화
attila	아틸라
waitress	웨이트리스
accelerating	가속화
miserable	비참한
colonia	콜로니아
looting	전리품
skirts	치마
fertilizer	비료
opaque	불투명
opaque	불투명한
sandman	샌드맨
thigh	허벅지
shepherds	양치기
polaris	폴라리스
shrink	축소
barbecue	바비큐
barbecue	바베큐
pauli	파울리
podcasts	팟캐스트
baskets	바구니
comoros	코모로
regrets	후회
burnside	번사이드
intuition	직감
punishments	처벌
luminous	발광
stacks	스택
vinegar	식초
miraculous	기적
grunge	그런지
rollers	롤러
shipyards	조선소
aggravated	악화
seasoned	양념
mentorship	멘토링
ravine	협곡
savior	구원자
antibiotic	항생제
scoop	숟가락
gorgeous	화려하다
gorgeous	이쁜
gorgeous	화려한
hopeful	희망
foreigner	외국인
celsius	섭씨
hobbies	취미
downloading	다운로드
stalker	스토커
stalker	스토킹
piping	파이프
shillings	실링
terrence	테런스
misty	이슬
firmware	펌웨어
juliana	줄리아나
textures	텍스처
textures	질감
billiards	당구
projector	프로젝터
loneliness	외로움
trunks	트렁크
spins	스핀
ashamed	부끄러워
ashamed	부끄러움
ontology	온톨로지
clipper	클리퍼
firefly	반딧불이
deceptive	기만
cloning	복제
translucent	투명
malice	악의
smokey	스모키
shiraz	시라즈
removable	이동식
malignant	악성
barbie	바비
shearer	시어러
fable	우화
exporting	내보내기
scooter	스쿠터
mirrored	미러링
wastes	폐기물
barrymore	배리모어
scotsman	스코틀랜드인
smiths	스미스
bale	베일
deduction	추리
lisp	리스프
nitro	니트로
speeding	속도
swine	돼지
weinstein	와인스타인
ganges	갠지스
pharmacist	약사
huston	휴스턴
donating	기부
hangul	한글
monique	모니크
monique	유니크
nylon	나일론
geophysical	자연재해
cyclops	사이클롭스
cyclops	키클롭스
receipts	영수증
shelves	선반
saturation	포화
miki	미키
reaper	리퍼
pudding	푸딩
quark	쿼크
nanotechnology	나노기술
dashboard	대시보드
squirrels	다람쥐과
squirrels	다람쥐
carpets	융단
carpets	카펫
treble	트레블
esquire	에스콰이어
normans	노르만인
waiter	종업원
waiter	웨이터
subscriptions	구독
brandeis	브랜다이스
clicks	클릭
pickett	피켓
transplantation	이식
madam	부인
madam	사모님
grenadines	그레나딘
bearded	수염
industrialization	산업화
helms	헬름스
thani	타니
mexicana	멕시카나
rectangle	사각형
rectangle	직사각형
brokers	중개인
bleach	블리치
millard	밀러드
resumes	이력서
chunks	덩어리
superstars	슈퍼스타
spacious	넓은
pests	해충
penetrating	관통
synchronization	동기화
crunch	크런치
holliday	홀리데이
hypertension	고혈압
pasta	파스타
flashing	번쩍
delphi	델파이
retina	망막
wrestle	레슬링
surfers	서퍼
takeshi	타케시
disperse	분산
disperse	해산
tort	불법행위
blackstone	블랙스톤
campania	캄파니아
hawkeye	호크아이
catalogues	카탈로그
inspect	점검
lowercase	소문자
endorsements	지지
singularity	특이점
playful	장난꾸러기
playful	장난
playful	장난기
steak	스테이크
tonic	토닉
pelvic	골반
westland	웨스트랜드
joking	농담
laptops	노트북
coherence	일관성
primal	프라이멀
whisper	속삭임
evaporation	증발
mathis	마티스
calories	칼로리
brigitte	브리짓
fasting	금식
fasting	단식
kidding	농담
architectures	아키텍처
embroidery	자수
astrid	아스트리드
castilian	카스티야
jermaine	저메인
ronaldo	호날두
shortening	단축
culmination	정중
lotte	롯데
rooftop	옥상
thrones	왕좌
bobsleigh	봅슬레이
tendon	힘줄
boil	종기
delegated	위임
thunderbirds	선더버즈
pouring	쏟아져
pouring	쏟아지는
tambourine	탬버린
grizzly	그리즐리
commute	통근
commute	출퇴근
rounding	반올림
refute	반박
justinian	유스티니아누스
empathy	공감
sender	발신
conjugate	켤레
fulfillment	물류
fulfillment	이행
rahim	라힘
landscaping	조경
chewing	씹는
marburg	마르부르크
bracelet	팔찌
tramways	트램
watercolor	수채화
chromium	크로미엄
chromium	크로뮴
chimneys	굴뚝
indifferent	무관심
harrier	해리어
coping	대처
coping	대응
friendships	우정
piraeus	피레아스
monorail	모노레일
krause	크라우스
unbalanced	불균형
dušan	두샨
majored	전공
cutters	커터
rupture	파열
rupture	파열음
nineties	년대
aborted	중단됨
visconti	비스콘티
negatives	원판
magnets	자석
applause	박수
anemia	빈혈
ornament	장식
serenade	세레나데
diarrhea	설사
tokens	토큰
wrapping	포장
bushes	덤불
quarantine	격리
amen	아멘
fax	팩스
pineapple	파인애플
rachael	레이첼
seeker	선지자
belongings	소지품
wordsworth	워즈워스
interruption	인터럽트
underwear	속옷
steroids	스테로이드
heater	히터
namespaces	네임스페이스
hyatt	하얏트
passwords	비밀번호
passwords	암호
trimming	다듬기
advertisers	광고주
cpr	심폐소생술
cough	기침
mikey	마이키
verdun	베르됭
briefing	브리핑
altman	올트먼
goliath	골리앗
petrie	페트리
condensation	응축
picket	피켓
derailed	탈선
wifi	와이파이
stork	황새
vacancies	공석
electra	엘렉트라
electra	일렉트라
hostess	승무원
invitations	초대
invitations	초청
parrish	패리시
imitate	흉내
honeycomb	허니콤
rallying	랠리
hacked	해킹
kitchens	부엌
expel	추방
alicante	알리칸테
auctions	경매
refresh	새로고침
refresh	고침
pershing	퍼싱
oppressed	억압
vagina	질질
outsourcing	아웃소싱
underage	미성년자
brutus	브루투스
pleasures	즐거움
pleasures	쾌락
jars	항아리
handwriting	글씨
handwriting	글씨체
viscosity	점성
spicy	매운
pathetic	한심한
housewife	가정주부
discriminate	차별
plugs	플러그
tennyson	테니슨
rewarding	보람
cheeses	치즈
leno	레노
fragrance	향수
fragrance	향기
stew	스튜
intestine	창자
hades	하데스
raspberry	라즈베리
fetch	가져오기
gibbon	긴팔원숭이
depletion	결핍
rentals	렌탈
rentals	임대
irons	아이언스
dunk	덩크
dunk	덩크슛
tungsten	텅스텐
unplugged	언플러그드
fireman	소방관
handgun	권총
decorate	꾸미기
calibration	보정
calibration	교정
paralyzed	마비
beginner	초보
beginner	초보자
crackdown	단속
peaches	복숭아
distilled	증류
downwards	아래쪽
polio	소아마비
bodybuilding	보디빌딩
humiliation	굴욕
encode	인코딩
skateboarding	스케이트보드
persepolis	페르세폴리스
auctioned	경매
disparity	차이
brides	신부
dreamworks	드림웍스
recurrence	반복
camels	낙타
radiator	라디에이터
imbalance	불균형
shelling	포격
bullied	따돌림
moseley	모즐리
coppola	코폴라
terriers	테리어
luckily	다행히
desserts	후식
desserts	디저트
handley	핸들리
crocodiles	악어
dope	쩔어
surrogate	대리인
bane	베인
surgeries	수술
banff	밴프
digimon	디지몬
fixation	고정
alienation	소외
ionization	이온화
biscuit	비스킷
bruckner	브루크너
incremental	증가
ionian	이오니아
bleak	황폐한
tray	쟁반
tray	트레이
ramadan	라마단
distillation	증류
freeware	프리웨어
walmart	월마트
intermediary	중개
intermediary	중개인
felicity	펠리시티
petro	페트로
snacks	스낵
snacks	간식
defaults	기본값
macaulay	매콜리
buds	봉오리
chanel	샤넬
biscuits	비스킷
microprocessor	마이크로프로세서
disgusted	혐오
bottoms	바닥
stocked	구비
goodnight	굿나잇
carrot	당근
hertha	헤르타
footprints	발자국
canoes	카누
sticker	스티커
redirection	리다이렉션
keywords	키워드
avril	에이브릴
adventurous	모험
preventative	예방
activating	활성화
nausea	메스꺼움
nausea	구역질
mackintosh	매킨토시
carts	포장마차
olives	올리브
homelessness	노숙자
cosmo	코스모
steroid	스테로이드
leakage	누출
romain	로맹
excuses	핑계
excuses	변명
secretion	분비
layouts	레이아웃
dragonfly	드래곤플라이
figurines	피규어
equinox	분점
hanks	행크스
tattoos	문신
aung	아웅
testosterone	테스토스테론
foote	푸트
samir	사미르
corrective	교정
tutorials	튜토리얼
allergy	알레르기
balboa	발보아
joss	조스
shortcuts	단축키
shortcuts	바로가기
blender	믹서
catalogs	카탈로그
ordinal	순서수
ovarian	난소
nvidia	엔비디아
indifference	무관심
biggs	빅스
solicitors	변호사
günter	귄터
longing	그리움
tuttle	터틀
rumour	소문
romanization	표기법
interpolation	보간
interpolation	보간법
fetish	페티시즘
stationery	문방구
stationery	문구
tub	욕조
perseus	페르세우스자리
perseus	페르세우스
fermented	발효
charisma	카리스마
connelly	코널리
metallurgy	금속공학
metallurgy	금속
sore	아픔
festive	축제
dwell	체류
guilds	길드
entomology	곤충학
meetup	모임
charger	충전기
methodologies	방법론
resilience	탄력성
faraday	패러데이
desks	데스크
desks	책상
centaur	켄타우로스
centaur	켄타우루스
arras	아라스
abortions	낙태
toolkit	툴킷
plenary	본회의
unreal	언리얼
fractal	프랙탈
fractal	프랙털
annotations	주석
emulator	에뮬레이터
drown	익사
oscillation	진동
tutoring	가정교사
harden	하든
pedals	페달
creepy	소름
tramp	방랑자
torrent	토렌트
hesitation	망설임
disposable	일회용
adoration	예배
branson	브랜슨
standby	스탠바이
standby	대기
imax	아이맥스
ofc	오세아니아
musketeers	삼총사
motorways	고속도로
hitachi	히타치
eyesight	시력
macedonians	마케도니아인
fleece	양모
typewriter	타자기
roasted	구운
disbanding	해체
armin	아민
cereals	곡물
cereals	시리얼
tidy	정돈
helpless	무기력
liabilities	부채
booty	전리품
rocking	흔들리고
garnet	석류
autograph	싸인
hawkes	호크스
thrilled	두근두근
mcfarlane	맥팔레인
slices	슬라이스
terracotta	테라코타
swahili	스와힐리어
penance	속죄
toolbar	도구모음
necropolis	네크로폴리스
firefighter	소방관
colossus	콜로서스
sultans	술탄
refreshing	상쾌한
kana	카나
metamorphosis	변신
passover	유월절
sera	세라
awakened	깨달음
plethora	무수
housekeeping	청소부
cartilage	연골
roulette	룰렛
kubrick	큐브릭
insured	보험
marvelous	경이
gpa	평점
sled	썰매
widescreen	와이드스크린
radiohead	라디오헤드
discard	삭제
discard	무시
discard	버리기
discard	폐기
monet	모네
optimize	최적화
refine	세분화
constellations	별자리
contractions	수축
downstairs	아래층
cannonball	대포
barbary	바르바리
abram	아브람
clamp	클램프
laughed	웃었다
serif	세리프
luanda	루안다
millimeters	밀리미터
peptides	펩타이드
housekeeper	가정부
interpreters	인터프리터
panasonic	파나소닉
capsules	캡슐
eaves	처마
multiplex	멀티플렉스
dealership	대리점
mime	마임
graceful	우아
dividend	배당
blackwater	블랙워터
thirst	갈증
trolleybus	트롤리버스
ounce	온스
winnings	상금
winnings	위닝
curie	퀴리
blogging	블로그
ounces	온스
carrick	캐릭
broome	브룸
sully	설리
rosetta	로제타
brokerage	중개
hips	엉덩이
firefighting	소방
meats	고기
exposures	노출
parrots	앵무새
signings	싸인
pickups	픽업
loader	로더
deactivated	비활성화
stoner	스토너
plutarch	플루타르코스
dorm	기숙사
headaches	두통
thirdly	세번째로
thirdly	세번째
projectors	프로젝터
kidneys	신장
respiration	호흡
mascots	마스코트
hispanics	히스패닉
xtreme	익스트림
remy	레미
remy	도레미
icarus	이카루스
sugars	설탕
jackpot	대박
compliment	칭찬
decoding	디코딩
complication	합병증
goto	고토
benghazi	벵가지
retailing	소매
monochrome	흑백
monochrome	모노크롬
whistling	휘파람
